team1_wins,team2_wins,batter_runs,bowler_wicket,runs_extras,toss_decision_encoded
30.0,15.0,8218,7,20,1
24.0,28.0,6635,9,26,1
77.0,60.0,4668,7,10,1
78.0,43.0,3231,13,12,1
15.0,136.0,5296,8,25,1
28.0,3.0,2620,14,8,0
50.0,86.0,7140,5,14,1
33.0,69.0,4263,12,13,1
22.0,61.0,4776,8,13,0
123.0,1.0,4260,15,29,1
64.0,76.0,4975,9,6,1
73.0,7.0,2518,13,14,0
8.0,139.0,3383,15,14,1
74.0,56.0,2599,13,17,1
7.0,17.0,2740,14,6,0
129.0,22.0,4014,16,20,1
79.0,55.0,4329,11,10,1
90.0,104.0,6245,9,13,1
67.0,103.0,2795,11,5,0
8.0,2.0,6134,11,11,1
18.0,1.0,4265,13,21,1
19.0,26.0,3289,13,15,1
11.0,42.0,3284,14,21,0
96.0,88.0,1474,8,8,0
26.0,97.0,5071,8,16,1
55.0,59.0,3865,17,14,0
57.0,10.0,4035,11,18,1
7.0,109.0,3291,13,10,1
23.0,138.0,3871,15,15,1
91.0,42.0,2792,17,12,1
38.0,75.0,6831,8,13,1
129.0,122.0,3302,11,18,1
3.0,54.0,4009,17,14,1
74.0,76.0,1741,7,9,1
14.0,8.0,4168,15,20,1
97.0,104.0,5568,9,11,1
45.0,9.0,4091,16,17,1
57.0,69.0,7957,7,11,0
141.0,22.0,3761,11,19,1
140.0,21.0,5284,15,32,1
104.0,73.0,5102,12,15,0
85.0,102.0,4510,11,17,0
27.0,21.0,3382,9,17,1
19.0,15.0,6515,7,28,1
134.0,140.0,6995,10,15,1
5.0,2.0,3098,13,28,1
16.0,119.0,4063,14,21,1
5.0,24.0,5231,9,31,1
45.0,42.0,4855,10,16,1
34.0,35.0,4840,10,14,0
63.0,44.0,3423,11,10,0
46.0,58.0,1429,8,7,1
10.0,83.0,4944,8,24,1
44.0,23.0,5258,12,14,1
69.0,81.0,5097,11,14,1
60.0,22.0,5498,10,18,1
3.0,5.0,4562,12,16,0
3.0,1.0,4197,12,11,0
1.0,83.0,4395,15,17,0
59.0,48.0,5297,9,23,1
6.0,40.0,3177,13,12,1
25.0,0.0,7851,3,28,1
57.0,92.0,4995,6,14,0
29.0,31.0,6176,8,11,0
96.0,60.0,3475,13,15,1
136.0,23.0,2627,18,15,1
98.0,6.0,4855,7,45,1
45.0,9.0,3297,10,8,0
78.0,100.0,6261,10,19,1
42.0,39.0,5234,14,12,1
128.0,38.0,7338,12,21,0
63.0,68.0,4522,11,11,1
17.0,117.0,5603,10,8,0
29.0,26.0,3445,8,8,0
18.0,133.0,6112,7,24,1
3.0,26.0,2661,9,11,1
20.0,23.0,2991,9,18,0
102.0,4.0,2983,12,14,0
9.0,48.0,3841,12,20,1
97.0,78.0,4519,12,15,1
49.0,32.0,6113,10,22,1
55.0,3.0,2269,7,9,1
137.0,17.0,2885,15,26,0
38.0,19.0,3716,12,18,1
88.0,46.0,3783,12,19,0
21.0,3.0,2852,16,14,1
4.0,4.0,2797,13,19,0
110.0,75.0,4396,14,16,0
22.0,58.0,2118,6,8,0
152.0,52.0,5075,9,10,1
7.0,14.0,3329,9,16,1
117.0,101.0,6152,12,22,1
67.0,65.0,5903,5,15,1
94.0,102.0,4483,14,14,0
24.0,27.0,4957,11,20,1
2.0,1.0,4414,12,20,0
33.0,8.0,2595,12,17,0
85.0,58.0,3280,11,24,1
10.0,42.0,4863,7,16,1
21.0,20.0,3046,13,20,1
100.0,20.0,5002,9,13,1
1.0,1.0,4233,13,11,1
62.0,73.0,4820,10,20,1
31.0,113.0,5289,12,16,0
80.0,92.0,6160,9,21,1
61.0,29.0,5992,6,12,0
150.0,32.0,5278,10,22,1
77.0,50.0,6661,9,9,1
14.0,95.0,5513,10,20,1
20.0,21.0,5396,10,19,1
12.0,98.0,3936,10,18,1
74.0,68.0,5090,11,21,1
60.0,60.0,5721,13,36,0
27.0,137.0,8268,9,13,1
46.0,55.0,3796,11,20,1
4.0,122.0,3217,10,8,1
79.0,91.0,4613,8,10,1
31.0,29.0,3255,13,10,1
3.0,2.0,3756,11,21,0
69.0,44.0,4109,15,19,1
25.0,27.0,3382,11,12,1
121.0,10.0,4179,14,34,1
46.0,40.0,6107,8,15,1
85.0,78.0,6300,6,16,1
40.0,46.0,3878,11,22,0
58.0,101.0,3510,8,19,0
17.0,19.0,3923,15,17,1
124.0,68.0,6252,17,21,0
143.0,49.0,5205,12,19,1
6.0,10.0,3304,13,12,0
1.0,40.0,4586,9,10,0
63.0,56.0,4851,8,9,0
17.0,13.0,6715,5,23,0
138.0,39.0,5284,12,17,1
130.0,7.0,4541,11,9,1
28.0,112.0,5962,10,11,0
103.0,4.0,5090,11,14,1
49.0,112.0,4930,7,16,1
